Danceability,Tempo,Instrumentalness,Energy,Acousticness,Valence,Liveness,Loudness,Speechiness,Label
0.579,126.007,0.00359,0.804,0.0304,0.137,0.105,-4.618,0.028,0
0.758,120.964,0.0,0.742,0.0824,0.648,0.0391,-5.73,0.043,0
0.732,145.034,0.0,0.856,0.0828,0.771,0.323,-2.2,0.0929,0
0.611,122.983,1.84e-05,0.651,0.148,0.357,0.105,-6.973,0.0587,0
0.868,126.976,1.69e-05,0.862,0.0228,0.623,0.0898,-4.863,0.0812,0
0.513,139.987,0.0,0.788,0.00968,0.234,0.11,-4.629,0.0364,0
0.721,124.065,0.0,0.785,0.248,0.709,0.516,-3.496,0.0572,0
0.794,123.941,0.0,0.793,0.0125,0.677,0.0952,-4.521,0.0842,0
0.815,151.891,0.0,0.518,0.223,0.877,0.104,-6.594,0.0897,0
0.7,125.03,7.08e-06,0.872,0.121,0.761,0.103,-5.896,0.0666,0
0.781,103.024,4.67e-06,0.668,0.149,0.754,0.152,-8.36,0.0645,0
0.847,119.961,0.0,0.667,0.195,0.854,0.249,-6.273,0.156,0
0.421,175.788,0.0,0.669,0.151,0.326,0.635,-4.724,0.127,0
0.774,119.964,6.11e-06,0.747,0.0241,0.833,0.342,-3.908,0.082,0
0.654,123.978,0.0,0.787,0.00515,0.409,0.144,-4.999,0.0502,0
0.81,116.019,6.69e-05,0.7,0.267,0.193,0.137,-5.664,0.0399,0
0.591,104.003,0.0,0.702,0.225,0.501,0.414,-5.59,0.0289,0
0.733,102.011,0.0,0.717,0.136,0.491,0.108,-6.065,0.0465,0
0.685,105.054,0.0,0.75,0.0436,0.688,0.272,-4.818,0.0837,0
0.891,130.079,0.0,0.484,0.323,0.735,0.109,-10.029,0.0822,0
0.635,99.942,0.0,0.837,0.25,0.668,0.0813,-3.943,0.108,0
0.666,114.963,0.0,0.435,0.369,0.6,0.106,-8.089,0.0391,0
0.483,96.028,0.0,0.667,0.0715,0.64,0.0676,-6.243,0.0912,0
0.661,113.778,1.23e-05,0.723,0.179,0.316,0.14,-6.976,0.0566,0
0.503,116.524,5.85e-05,0.754,0.264,0.597,0.297,-3.634,0.0424,0
0.818,128.136,1.17e-05,0.823,0.0663,0.52,0.133,-3.563,0.2,0
0.454,104.7,0.00014,0.717,0.034,0.477,0.0861,-4.341,0.227,0
0.664,150.093,0.0,0.561,0.00261,0.713,0.0764,-7.031,0.0495,0
0.722,124.909,2.51e-05,0.812,0.0205,0.657,0.131,-3.352,0.0924,0
0.7,103.039,8.03e-06,0.904,0.0531,0.347,0.105,-4.03,0.0431,0
0.757,128.002,1.74e-05,0.866,0.0365,0.503,0.182,-3.045,0.0694,0
0.81,135.991,0.000172,0.788,0.267,0.845,0.196,-3.663,0.0447,0
0.638,100.027,0.0,0.717,0.346,0.249,0.105,-4.722,0.0337,0
0.67,88.033,0.0,0.668,0.536,0.608,0.133,-4.306,0.0422,0
0.726,104.976,0.0,0.781,0.139,0.579,0.274,-4.276,0.0525,0
0.706,104.023,0.0,0.865,0.385,0.381,0.163,-1.749,0.0649,0
0.537,90.083,0.0,0.837,0.19,0.533,0.348,-4.477,0.039,0
0.706,105.977,0.0,0.68,0.118,0.728,0.0443,-4.65,0.0424,0
0.547,118.118,0.0,0.795,0.145,0.723,0.11,-3.721,0.0489,0
0.668,95.927,0.0,0.892,0.298,0.478,0.735,-3.001,0.0645,0
0.601,119.964,0.0,0.775,0.269,0.483,0.0883,-4.612,0.0473,0
0.702,114.068,0.0,0.684,0.101,0.625,0.0646,-5.669,0.035,0
0.51,119.951,0.00025,0.71,0.442,0.511,0.0783,-7.516,0.0874,0
0.703,111.943,0.0,0.748,0.123,0.625,0.0642,-6.047,0.0435,0
0.674,105.975,0.000176,0.698,0.636,0.45,0.172,-6.371,0.0288,0
0.693,75.014,0.0,0.604,0.0668,0.651,0.114,-5.279,0.0427,0
0.734,110.021,0.0,0.693,0.0878,0.55,0.341,-6.474,0.0361,0
0.793,100.036,0.0,0.714,0.156,0.794,0.136,-7.562,0.193,0
0.56,159.915,0.00315,0.723,0.175,0.282,0.149,-6.263,0.0459,0
0.588,118.159,3.33e-06,0.67,0.0104,0.505,0.338,-6.439,0.0473,0
0.646,142.364,0.0,0.618,0.323,0.46,0.0938,-4.938,0.0349,0
0.646,129.916,0.0,0.761,0.0714,0.472,0.222,-2.557,0.0385,0
0.407,92.933,0.0,0.789,0.17,0.687,0.126,-4.229,0.282,0
0.733,102.999,0.0013,0.786,0.0931,0.786,0.1,-7.494,0.0422,0
0.574,144.111,0.0,0.758,0.0969,0.492,0.395,-5.029,0.0621,0
0.64,92.977,0.0,0.648,0.124,0.548,0.0802,-8.113,0.187,0
0.638,129.856,0.0,0.688,0.00775,0.434,0.126,-4.056,0.0407,0
0.625,108.038,0.0,0.871,0.0646,0.448,0.885,-3.707,0.0532,0
0.581,120.115,2.52e-06,0.852,0.0233,0.43,0.419,-4.744,0.129,0
0.813,128.02,0.0,0.671,0.00642,0.62,0.276,-6.84,0.0343,0
0.669,119.865,0.0,0.797,0.259,0.552,0.199,-5.68,0.0624,0
0.707,112.993,0.00283,0.67,0.164,0.822,0.109,-6.137,0.0323,0
0.786,92.09,0.0,0.62,0.0718,0.652,0.0625,-7.709,0.163,0
0.745,99.962,0.0,0.719,0.0352,0.611,0.0639,-4.291,0.19,0
0.734,101.943,0.0,0.663,0.28,0.256,0.12,-7.292,0.185,0
0.647,114.996,0.0,0.726,0.157,0.767,0.0844,-4.389,0.0552,0
0.706,107.184,0.0,0.855,0.0911,0.293,0.347,-5.377,0.215,0
0.704,103.018,0.0,0.719,0.42,0.33,0.18,-4.05,0.0343,0
0.779,104.993,2.56e-06,0.342,0.701,0.482,0.132,-6.316,0.0404,0
0.797,98.002,0.0,0.694,0.164,0.847,0.0703,-3.979,0.234,0
0.637,120.107,3.77e-06,0.782,0.0351,0.319,0.173,-4.548,0.0413,0
0.784,105.981,1.59e-05,0.845,0.286,0.888,0.074,-2.793,0.0596,0
0.485,87.009,0.0,0.461,0.44,0.324,0.232,-5.646,0.0444,0
0.598,138.091,0.0,0.904,0.331,0.503,0.264,-2.293,0.0507,0
0.878,116.042,0.0,0.48,0.105,0.83,0.102,-7.089,0.0544,0
0.795,94.01,0.0,0.496,0.108,0.874,0.0645,-5.883,0.0722,0
0.623,121.98,0.0,0.681,0.139,0.453,0.0946,-3.49,0.0268,0
0.683,122.997,1.34e-05,0.785,0.0643,0.581,0.177,-4.879,0.037,0
0.6,71.912,4.7e-06,0.535,0.648,0.269,0.162,-7.043,0.107,0
0.631,124.007,0.836,0.951,0.108,0.703,0.173,-6.203,0.0439,0
0.539,123.996,0.717,0.912,0.0069,0.247,0.239,-7.828,0.0319,0
0.747,122.994,0.486,0.865,0.00915,0.935,0.0425,-8.094,0.0351,0
0.828,130.007,0.693,0.903,0.00339,0.96,0.256,-5.241,0.0935,0
0.675,126.023,0.0413,0.811,0.00301,0.271,0.126,-6.966,0.0629,0
0.593,123.76,0.0,0.877,0.123,0.635,0.503,-3.825,0.0677,0
0.596,123.987,3.08e-06,0.907,0.0589,0.263,0.295,-5.447,0.0477,0
0.667,125.886,0.0,0.818,0.0156,0.186,0.132,-5.298,0.085,0
0.495,123.003,0.00731,0.841,0.0108,0.362,0.181,-7.857,0.0317,0
0.567,104.983,1.37e-06,0.946,0.0978,0.295,0.0836,-2.245,0.0541,0
0.489,125.003,9.76e-06,0.739,0.0573,0.472,0.105,-5.049,0.0397,0
0.706,119.992,3.51e-05,0.886,0.0444,0.554,0.269,-4.945,0.0447,0
0.794,124.016,0.000166,0.732,0.0268,0.398,0.0766,-7.544,0.0491,0
0.762,123.012,0.542,0.75,0.00184,0.439,0.28,-5.361,0.0481,0
0.554,126.027,0.924,0.979,0.00889,0.77,0.101,-5.504,0.0433,0
0.642,124.004,0.878,0.942,0.00395,0.182,0.314,-5.463,0.0771,0
0.581,124.96,0.000112,0.888,0.00156,0.291,0.0988,-6.369,0.0382,0
0.662,114.914,0.0,0.711,0.0495,0.557,0.0691,-5.171,0.226,0
0.613,126.01,0.000246,0.918,0.025,0.565,0.0356,-4.436,0.124,0
0.703,124.043,2.76e-06,0.874,0.145,0.623,0.115,-3.563,0.0374,0
0.721,124.065,0.0,0.785,0.248,0.709,0.516,-3.496,0.0572,0
0.622,121.968,0.746,0.859,0.000609,0.442,0.0909,-7.626,0.0636,0
0.788,124.039,0.237,0.793,0.23,0.752,0.106,-3.568,0.0336,0
0.664,126.036,0.0,0.87,0.0661,0.579,0.305,-3.651,0.0605,0
0.792,123.992,0.651,0.832,0.0124,0.71,0.912,-4.127,0.0624,0
0.72,124.08,2.22e-05,0.803,0.307,0.747,0.157,-4.74,0.0388,0
0.754,124.999,0.0,0.908,0.00338,0.695,0.0804,-3.346,0.0648,0
0.847,126.035,0.494,0.934,0.00783,0.863,0.0797,-5.381,0.0442,0
0.618,124.974,3.98e-05,0.895,0.0142,0.398,0.315,-5.272,0.041,0
0.622,124.976,0.000112,0.796,0.000408,0.41,0.135,-4.557,0.197,0
0.829,123.04,8.3e-05,0.936,0.0277,0.353,0.0669,-4.194,0.118,0
0.77,123.969,0.006,0.745,0.034,0.866,0.0271,-6.489,0.125,0
0.651,126.004,0.036,0.905,0.0377,0.652,0.181,-4.747,0.0379,0
0.585,125.981,0.873,0.707,0.00492,0.37,0.111,-12.517,0.0367,0
0.662,118.958,0.0,0.823,0.073,0.435,0.0833,-4.7,0.0971,0
0.748,125.036,0.66,0.687,0.0168,0.123,0.101,-7.416,0.228,0
0.484,128.044,0.000269,0.816,0.000138,0.207,0.348,-5.74,0.0428,0
0.642,125.07,0.00078,0.883,0.00228,0.317,0.102,-4.607,0.0413,0
0.619,124.106,0.0,0.71,0.136,0.359,0.151,-3.058,0.0403,0
0.554,126.975,0.0,0.864,0.00166,0.305,0.119,-4.403,0.0889,0
0.759,125.054,0.0,0.817,0.0126,0.608,0.269,-6.544,0.0431,0
0.613,126.001,0.049,0.982,0.0142,0.832,0.228,-6.074,0.0543,0
0.638,127.012,0.0336,0.889,0.0476,0.511,0.24,-5.276,0.127,0
0.615,125.993,0.00273,0.935,0.0256,0.507,0.38,-3.411,0.156,0
0.631,105.045,0.0,0.722,0.311,0.443,0.153,-3.031,0.0324,0
0.507,130.002,0.161,0.883,0.0493,0.286,0.169,-2.68,0.0364,0
0.547,122.078,1.84e-05,0.892,0.0729,0.745,0.308,-1.591,0.0745,0
0.746,125.013,0.00322,0.895,0.215,0.701,0.0962,-7.379,0.0431,0
0.745,125.036,0.000496,0.929,0.118,0.302,0.609,-3.191,0.153,0
0.6,113.967,0.0,0.871,0.35,0.511,0.0584,-4.527,0.0492,0
0.679,123.96,7.44e-06,0.73,0.0967,0.587,0.468,-4.727,0.0498,0
0.763,123.977,0.17,0.948,0.251,0.729,0.049,-5.203,0.0671,0
0.646,129.916,0.0,0.761,0.0714,0.472,0.222,-2.557,0.0385,0
0.6,125.864,0.0,0.901,0.0657,0.148,0.0935,-5.526,0.0983,0
0.734,124.018,0.738,0.776,0.00894,0.793,0.0916,-7.717,0.0992,0
0.846,124.001,0.935,0.948,0.00017,0.813,0.628,-6.224,0.0676,0
0.797,121.979,0.101,0.827,0.0334,0.68,0.288,-5.607,0.0418,0
0.493,126.045,0.238,0.886,7.68e-05,0.0628,0.398,-6.986,0.0326,0
0.487,122.978,0.355,0.846,0.225,0.367,0.41,-4.016,0.0555,0
0.683,122.997,1.34e-05,0.785,0.0643,0.581,0.177,-4.879,0.037,0
0.738,126.994,0.000121,0.932,0.074,0.624,0.0623,-1.898,0.0959,0
0.458,138.101,0.000776,0.977,0.00095,0.202,0.359,-4.453,0.122,0
0.534,126.984,0.771,0.961,0.000847,0.24,0.294,-5.713,0.0525,0
0.749,124.001,0.882,0.78,4.71e-05,0.242,0.0903,-6.287,0.0822,0
0.63,122.005,5.69e-05,0.919,0.0267,0.764,0.276,-5.588,0.0451,0
0.634,123.995,1.98e-05,0.95,0.0566,0.653,0.787,-3.59,0.0728,0
0.695,112.949,9.94e-05,0.869,0.0439,0.32,0.167,-3.844,0.0637,0
0.674,123.004,0.0643,0.862,0.00123,0.806,0.298,-6.431,0.0344,0
0.913,123.025,0.0839,0.646,0.00112,0.776,0.0617,-7.532,0.126,0
0.56,131.995,0.444,0.776,0.00452,0.226,0.117,-6.882,0.0378,0
0.541,126.016,0.578,0.931,0.000461,0.295,0.335,-5.664,0.067,0
0.506,126.008,0.00193,0.805,0.00711,0.383,0.0856,-4.119,0.0469,0
0.838,121.997,0.332,0.88,0.0023,0.743,0.0447,-6.3,0.044,0
0.682,123.985,7.63e-05,0.697,0.0597,0.487,0.0943,-6.238,0.0511,0
0.619,126.023,0.00603,0.893,0.104,0.695,0.132,-3.435,0.0814,0
0.787,123.997,0.323,0.96,0.0188,0.663,0.0333,-3.808,0.181,0
0.739,126.999,0.629,0.9,0.00182,0.474,0.0566,-4.866,0.0463,0
0.788,123.998,0.609,0.864,0.000961,0.825,0.103,-4.173,0.0496,0
0.693,103.952,6.05e-06,0.678,0.0154,0.404,0.101,-7.159,0.0324,0
0.664,125.913,0.000687,0.794,0.00299,0.518,0.622,-4.861,0.106,0
0.663,127.988,0.00255,0.884,0.0841,0.693,0.128,-4.391,0.0429,0
0.73,125.028,0.000169,0.833,0.261,0.296,0.122,-5.303,0.0587,0
0.748,115.018,0.0,0.903,0.0324,0.751,0.106,-5.877,0.0385,0
0.69,124.273,0.0,0.757,0.533,0.581,0.202,-5.16,0.244,0
0.903,122.007,0.0405,0.839,0.000538,0.634,0.0537,-6.462,0.0879,0
0.619,121.985,0.021,0.852,0.00681,0.209,0.108,-7.096,0.0341,0
0.603,117.999,1.08e-05,0.884,0.113,0.761,0.322,-5.127,0.0362,0
0.483,128.271,0.0,0.739,0.00496,0.0765,0.206,-4.526,0.0487,0
0.723,124.996,0.845,0.673,0.000367,0.236,0.1,-6.353,0.0454,0
0.64,124.984,0.124,0.895,0.0164,0.839,0.0805,-9.037,0.0486,0
0.608,123.011,0.203,0.879,0.000372,0.96,0.0794,-7.053,0.0302,0
0.66,128.011,0.762,0.949,0.00325,0.0598,0.358,-5.149,0.0469,0
0.757,121.009,1.82e-05,0.789,0.0358,0.896,0.0447,-5.14,0.0922,0
0.515,128.037,1.72e-05,0.871,0.000214,0.277,0.532,-3.535,0.0565,0
0.729,121.97,0.00118,0.899,0.0215,0.623,0.116,-4.757,0.191,0
0.71,125.063,0.000836,0.915,0.00055,0.532,0.338,-2.804,0.0974,0
0.625,128.035,0.631,0.915,0.0104,0.395,0.38,-3.401,0.0361,0
0.496,126.017,0.953,0.966,0.00611,0.0615,0.0671,-3.568,0.0407,0
0.747,122.003,0.761,0.946,0.00562,0.762,0.35,-7.297,0.0967,0
0.581,124.986,0.000762,0.767,0.00502,0.592,0.262,-6.808,0.0652,0
0.56,112.96,0.0,0.936,0.00847,0.371,0.161,-5.835,0.0439,0
0.828,120.151,0.00428,0.492,0.0644,0.789,0.128,-9.744,0.0276,0
0.665,132.642,7.62e-06,0.673,0.259,0.779,0.497,-7.95,0.0493,0
0.751,108.97,1.83e-05,0.708,0.0481,0.509,0.107,-5.645,0.0545,0
0.626,73.068,0.000206,0.349,0.791,0.501,0.119,-11.239,0.0323,0
0.597,167.963,0.0,0.643,0.5,0.823,0.0435,-6.303,0.134,0
0.608,132.699,1.41e-06,0.768,0.101,0.748,0.0942,-9.911,0.0364,0
0.705,118.552,0.0133,0.743,0.432,0.374,0.103,-6.631,0.042,0
0.601,136.571,6.25e-06,0.532,0.432,0.341,0.0925,-9.119,0.0286,0
0.579,205.903,0.0,0.268,0.868,0.321,0.12,-5.65,0.0442,0
0.541,155.582,0.00158,0.81,0.000975,0.647,0.0681,-11.745,0.0367,0
0.712,98.601,0.0201,0.905,0.0691,0.942,0.499,-5.774,0.042,0
0.715,125.275,1.95e-05,0.625,0.396,0.826,0.134,-11.369,0.0601,0
0.414,159.375,0.000223,0.161,0.883,0.423,0.117,-22.32,0.0318,0
0.414,145.075,0.000243,0.428,0.382,0.282,0.148,-11.097,0.0278,0
0.799,104.284,0.000105,0.878,0.189,0.816,0.14,-7.109,0.0434,0
0.596,83.293,5.3e-06,0.448,0.365,0.796,0.206,-9.616,0.0396,0
0.731,107.383,0.00028,0.804,0.172,0.957,0.0685,-7.621,0.0473,0
0.693,125.895,0.000107,0.911,0.183,0.982,0.3,-3.691,0.0305,0
0.676,86.338,0.0,0.245,0.677,0.532,0.319,-14.27,0.0299,0
0.741,131.097,0.00139,0.647,0.108,0.804,0.0555,-12.878,0.0427,0
0.688,131.705,0.0,0.706,0.0752,0.842,0.0924,-7.925,0.042,0
0.543,100.804,0.000939,0.87,0.358,0.754,0.792,-6.514,0.0428,0
0.71,133.924,0.0136,0.774,0.141,0.966,0.0348,-9.335,0.0333,0
0.356,148.017,0.0,0.924,0.00101,0.232,0.0953,-3.74,0.0808,0
0.59,111.353,5.57e-06,0.828,0.277,0.636,0.0868,-6.28,0.0439,0
0.728,79.526,0.000532,0.974,0.103,0.965,0.175,-2.261,0.0665,0
0.631,122.429,0.137,0.932,0.0436,0.971,0.0918,-4.142,0.0354,0
0.583,103.286,0.000387,0.79,0.0851,0.714,0.11,-4.885,0.0319,0
0.589,132.909,2.8e-05,0.384,0.112,0.354,0.0596,-15.075,0.0332,0
0.857,89.119,1.32e-05,0.468,0.00414,0.843,0.269,-8.53,0.0476,0
0.538,62.829,0.00017,0.127,0.589,0.527,0.238,-16.057,0.0284,0
0.555,129.607,1.16e-06,0.757,0.103,0.582,0.0631,-7.868,0.0601,0
0.618,124.218,0.000262,0.704,0.159,0.741,0.358,-4.686,0.0321,0
0.785,121.505,0.0,0.776,0.729,0.967,0.181,-5.259,0.0312,0
0.49,130.726,0.0,0.715,0.386,0.866,0.311,-5.549,0.0476,0
0.529,127.316,0.000685,0.768,0.00224,0.769,0.297,-5.51,0.0566,0
0.747,118.877,0.106,0.904,0.046,0.846,0.203,-2.623,0.0803,0
0.531,129.107,0.0926,0.805,0.0783,0.349,0.116,-7.127,0.0433,0
0.693,97.937,0.000175,0.565,0.194,0.692,0.0806,-12.583,0.0345,0
0.388,177.784,3.72e-06,0.338,0.652,0.477,0.248,-10.054,0.0328,0
0.466,108.016,0.0,0.615,0.413,0.812,0.343,-9.102,0.0492,0
0.671,92.717,7.95e-05,0.373,0.257,0.732,0.0481,-18.064,0.0323,0
0.749,120.983,1.08e-05,0.677,0.173,0.627,0.0612,-5.746,0.0335,0
0.727,104.413,5.46e-06,0.588,0.058,0.964,0.0414,-9.568,0.0253,0
0.725,136.282,0.127,0.853,0.0348,0.904,0.196,-7.842,0.0353,0
0.701,128.992,0.0,0.943,0.0747,0.791,0.601,-2.986,0.0456,0
0.647,94.01,0.0489,0.729,0.0206,0.687,0.134,-6.251,0.0236,0
0.774,118.015,1.85e-05,0.75,0.0021,0.925,0.0808,-4.927,0.0413,0
0.489,117.292,0.185,0.724,0.313,0.15,0.287,-8.367,0.0352,0
0.725,76.292,0.0,0.523,0.0783,0.95,0.0665,-9.593,0.324,0
0.675,103.683,0.000139,0.899,0.0696,0.91,0.33,-6.124,0.0418,0
0.795,95.593,0.000384,0.706,0.0172,0.623,0.326,-7.494,0.101,0
0.883,118.104,2.3e-06,0.664,0.225,0.8,0.941,-10.395,0.411,0
0.814,114.55,1.75e-05,0.373,0.602,0.632,0.0931,-8.017,0.116,0
0.739,96.038,1.34e-06,0.511,0.167,0.542,0.133,-7.844,0.0362,0
0.807,148.491,1.98e-06,0.487,0.0102,0.651,0.0501,-10.456,0.0758,0
0.255,164.267,1.87e-05,0.43,0.546,0.546,0.188,-12.564,0.0322,0
0.699,138.185,0.000763,0.812,0.0164,0.662,0.105,-6.005,0.0377,0
0.511,87.274,0.000157,0.56,0.00156,0.551,0.646,-10.429,0.0411,0
0.64,102.026,0.0,0.864,0.00832,0.7,0.123,-6.576,0.0315,0
0.653,114.37,0.0,0.677,0.249,0.888,0.403,-12.244,0.0396,0
0.586,135.448,0.000776,0.941,0.0167,0.831,0.068,-5.139,0.0375,0
0.66,111.346,0.0181,0.816,0.168,0.678,0.0608,-6.61,0.0299,0
0.803,106.841,0.038,0.338,0.196,0.912,0.097,-14.029,0.0349,0
0.588,106.938,0.0,0.568,0.16,0.952,0.0792,-9.766,0.0672,0
0.66,133.607,0.0,0.512,0.313,0.852,0.283,-7.183,0.0294,0
0.376,185.503,2.52e-06,0.67,0.0727,0.837,0.0718,-9.273,0.0854,0
0.739,107.115,0.0194,0.459,0.129,0.892,0.0474,-14.42,0.0294,0
0.518,118.738,0.00765,0.761,0.158,0.576,0.0715,-7.025,0.0452,0
0.59,132.966,0.0,0.737,0.404,0.877,0.108,-5.867,0.0384,0
0.749,167.084,0.137,0.484,0.13,0.939,0.0501,-9.944,0.0484,0
0.334,179.239,4.17e-06,0.477,0.618,0.405,0.312,-8.806,0.0276,0
0.557,129.171,0.00248,0.54,0.0339,0.394,0.179,-10.484,0.0347,0
0.573,84.412,0.00125,0.902,0.018,0.876,0.0928,-7.638,0.054,0
0.744,122.657,1.18e-05,0.568,0.186,0.687,0.163,-9.629,0.0494,0
0.579,104.564,0.0,0.419,0.625,0.673,0.0981,-10.72,0.0346,0
0.566,109.046,0.0,0.482,0.301,0.856,0.269,-13.047,0.0411,0
0.742,113.371,0.0,0.844,0.0838,0.85,0.418,-6.441,0.111,0
0.59,138.514,0.0,0.805,0.137,0.797,0.0996,-6.481,0.0371,0
0.789,92.311,0.0,0.683,0.48,0.882,0.35,-8.835,0.086,0
0.846,101.632,1.96e-06,0.595,0.0904,0.78,0.063,-8.372,0.0439,0
0.573,137.382,0.0,0.939,0.493,0.963,0.0994,-6.441,0.0808,0
0.563,156.271,0.000191,0.865,0.0472,0.601,0.77,-5.277,0.16,0
0.612,81.327,0.0,0.738,0.192,0.883,0.0779,-6.648,0.0479,0
0.67,98.185,0.00614,0.584,0.439,0.944,0.178,-8.325,0.034,0
0.519,138.162,0.00457,0.934,0.000312,0.586,0.137,-7.137,0.0471,0
0.523,128.064,0.0,0.762,0.0308,0.881,0.0675,-8.669,0.0346,0
0.676,91.98,0.0,0.577,0.186,0.934,0.148,-12.031,0.0365,0
0.671,113.809,0.0,0.711,0.422,0.466,0.104,-7.813,0.0478,0
0.372,174.53,0.0,0.865,0.000453,0.478,0.234,-4.918,0.0381,0
0.787,102.485,0.000171,0.655,0.238,0.65,0.138,-8.339,0.0431,0
0.639,97.874,0.0,0.923,0.0674,0.761,0.0879,-5.708,0.032,0
0.672,107.938,6.75e-05,0.738,0.0178,0.392,0.0927,-7.045,0.0506,0
0.648,100.437,0.000401,0.751,0.0182,0.863,0.0418,-8.582,0.0806,0
0.468,79.297,0.0,0.64,0.154,0.499,0.154,-5.862,0.0275,0
0.886,93.236,2.46e-06,0.491,0.29,0.971,0.229,-12.589,0.171,0
0.508,139.131,0.0,0.834,0.0183,0.774,0.0732,-6.205,0.0386,0
0.636,132.509,0.0015,0.684,0.52,0.881,0.534,-9.302,0.057,0
0.403,132.91,8.03e-06,0.495,0.387,0.38,0.147,-6.888,0.0312,0
